index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
238,Riverview Surgical Centre,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T3B 2E7,calgary,Alberta,,Calgary,,48,,
239,Rocky Mountain House Health Centre,general,Hospitals,Public Health Agency of Canada,,5016,52 ave,T4T 1T2,rocky mountain house,Alberta,5016 - 52nd ave. rocky mountain house Alberta t4t 1t2,Rocky Mountain House,4809015.0,48,52.3785683,-114.92020500000000
24,Bethany Care Society — Bethany Airdrie,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4B 2C4,airdrie,Alberta,,Airdrie,,48,,
240,Rocky Mountain Surgery Centre Inc.,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2X 1P1,calgary,Alberta,,Calgary,,48,,
241,Rockyview General Hospital,general,Hospitals,Public Health Agency of Canada,,7007,14 st sw,T2V 1P9,calgary,Alberta,7007 - 14th st. s.w. calgary Alberta t2v 1p9,Calgary,4806016.0,48,50.989822100000000,-114.096632
242,Rockyview Surgical Centre,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2V 4R6,calgary,Alberta,,Calgary,,48,,
243,Royal Alexandra Hospital,general,Hospitals,Public Health Agency of Canada,,10240,kingsway ave,T5H 3V9,edmonton,Alberta,10240 kingsway ave. edmonton Alberta t5h 3v9,Edmonton,4811061.0,48,53.5573875,-113.497772
244,Royal View Surgi-Centre,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T3E 7E6,calgary,Alberta,,Calgary,,48,,
245,Sacred Heart Community Health Centre,general,Hospitals,Public Health Agency of Canada,,350,3 ave,T0H 2L0,mclennan,Alberta,350 - 3rd ave. mclennan Alberta t0h 2l0,McLennan,4819042.0,48,55.710475,-116.91421800000000
246,Salem Manor Nursing Home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9E 6L2,leduc,Alberta,,Leduc,,48,,
247,SANTÉ SURGI-CENTRE,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T1B 4E7,medicine hat,Alberta,,Medicine Hat,,48,,
249,Sheldon m. Chumir Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2R 0X7,calgary,Alberta,,Calgary,,48,,
25,Bethany Care Society — Bethany Calgary,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2N 1C6,calgary,Alberta,,Calgary,,48,,
250,Shepherd’s Care Foundation — Eden House,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6J 5S4,edmonton,Alberta,,Edmonton,,48,,
251,Shepherd’s Care Foundation — Kensington Campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5L 5B1,edmonton,Alberta,,Edmonton,,48,,
252,Shepherd’s Care Foundation — Millwoods Campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6K 2R1,edmonton,Alberta,,Edmonton,,48,,
253,Sherwood Care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8A 0X1,sherwood park,Alberta,,,,48,,
254,Slave Lake Associate Medical Clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T0G 2A2,slave lake,Alberta,,Slave Lake,,48,,
255,Slave Lake Healthcare Centre,general,Hospitals,Public Health Agency of Canada,,309,6 st ne,T0G 2A2,slave lake,Alberta,309 - 6th st. n.e. slave lake Alberta t0g 2a2,Slave Lake,4817029.0,48,55.284356,-114.76073900000000
256,Smoky Lake (George Mcdougall Memorial) Healthcare Centre,general,Hospitals,Public Health Agency of Canada,,4212,55 ave,T0A 3C0,smoky lake,Alberta,4212 - 55 ave. smoky lake Alberta t0a 3c0,Smoky Lake,4812029.0,48,54.12113300000000,-112.465024
257,Smoky Lake Continuing Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0A 3C0,smoky lake,Alberta,,Smoky Lake,,48,,
259,South Calgary Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2X 3W5,calgary,Alberta,,Calgary,,48,,
26,Bethany Care Society — Bethany Cochrane,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4C 1X9,cochrane,Alberta,,Cochrane,,48,,
260,South Calgary Oral and Maxillofacial Surgery,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2W 4Y1,calgary,Alberta,,Calgary,,48,,
261,South Edmonton Oral Surgery,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T6H 5P9,edmonton,Alberta,,Edmonton,,48,,
262,South Health Campus,,Hospitals,Province of Alberta,,4448,front street se,T3M 1M4,calgary,Alberta,"4448 front street se, calgary, alberta, t3m 1m4",Calgary,4806016.0,48,50.8820756,-113.95114370000000
263,Southern Alberta Eye Centre,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2H 0C8,calgary,Alberta,,Calgary,,48,,
264,Southern Alberta Forensic Psychiatric Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3R 1J3,calgary,Alberta,,Calgary,,48,,
265,St. Joseph's General Hospital - Vegreville,general,Hospitals,Public Health Agency of Canada,,5241,43 st,T9C 1R5,vegreville,Alberta,5241 - 43 st. vegreville Alberta t9c 1r5,Vegreville,4810028.0,48,53.493974,-112.033805
267,St. Mary's Camrose,general,Hospitals,Public Health Agency of Canada,,4607,53 st,T4V 1Y5,camrose,Alberta,4607 - 53rd st. camrose Alberta t4v 1y5,Camrose,4810011.0,48,53.0142926,-112.83054010000000
269,St. Michael’s Long Term Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5C 3H7,edmonton,Alberta,,Edmonton,,48,,
27,Bethany Care Society — Bethany Collegeside,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4R 0M3,red deer,Alberta,,Red Deer,,48,,
270,St. Paul Healthcare Centre,general,Hospitals,Public Health Agency of Canada,,4713,48 ave,T0A 3A3,st paul,Alberta,4713 - 48th ave. st. paul Alberta t0a 3a3,St. Paul,4812018.0,48,53.9888438,-111.2904497
271,St. Theresa General Hospital,general,Hospitals,Public Health Agency of Canada,,4506,46 ave,T0H 1N0,fort vermilion,Alberta,4506 - 46 ave. fort vermilion Alberta t0h 1n0,Mackenzie County,4817095.0,48,58.3858843,-116.01220670000000
273,Stettler Hospital & Care Centre,general,Hospitals,Public Health Agency of Canada,,5912,47 ave,T0C 2L0,stettler,Alberta,5912 - 47 ave. stettler Alberta t0c 2l0,Stettler,4807026.0,48,52.323974,-112.72346
274,Steve Bureau Oral & Maxillofacial Surgery,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T3A 2N1,calgary,Alberta,,Calgary,,48,,
276,Strathcona Community Hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T8H 0J3,sherwood park,Alberta,,,,48,,
277,Strathmore District Health Services,general,Hospitals,Public Health Agency of Canada,,200,brent blvd,T1P 1J9,strathmore,Alberta,200 brent blvd. strathmore Alberta t1p 1j9,Strathmore,4805018.0,48,51.060882,-113.386513
278,Sturgeon Community Hospital,general,Hospitals,Public Health Agency of Canada,,201,boudreau rd,T8N 6C4,st albert,Alberta,201 boudreau rd. st. albert Alberta t8n 6c4,St. Albert,4811062.0,48,53.65524,-113.62571100000000
279,Sundre Hospital & Care Centre,general,Hospitals,Public Health Agency of Canada,,709,1 st ne,T0M 1X0,sundre,Alberta,709 - 1st st. n.e. sundre Alberta t0m 1x0,Sundre,4806036.0,48,51.807789,-114.63548600000000
28,Bethany Care Society — Bethany Harvest Hills,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3K 4Y1,calgary,Alberta,,Calgary,,48,,
280,Sunnyside Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1A 5G1,medicine hat,Alberta,,Medicine Hat,,48,,
281,Sunridge Medical Gallery — General Ambulatory,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1Y 7M9,calgary,Alberta,,Calgary,,48,,
282,Sunridge Medical Gallery — Mental Health,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1Y 7M8,calgary,Alberta,,Calgary,,48,,
283,Swan Hills Healthcare Centre,general,Hospitals,Public Health Agency of Canada,,29,freeman dr,T0G 2C0,swan hills,Alberta,29 freeman dr. swan hills Alberta t0g 2c0,Swan Hills,4817024.0,48,54.7274797,-115.403079
284,Sylvan Lake Community Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T4S 1M7,sylvan lake,Alberta,,Sylvan Lake,,48,,
285,TAlbertaer Health Centre,general,Hospitals,Public Health Agency of Canada,,4326,50 ave,T1G 1N9,tAlbertaer,Alberta,4326 - 50th ave. tAlbertaer Alberta t1g 1n9,TAlbertaer,4802022.0,48,49.7850125,-112.1651375
286,the Bethany Group — Bethany Meadows,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V 1Y6,camrose,Alberta,,Camrose,,48,,
287,the Bethany Group — Louise Jensen Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V 4P8,camrose,Alberta,,Camrose,,48,,
288,the Bethany Group — Rosehaven Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4V 1Y6,camrose,Alberta,,Camrose,,48,,
289,the Brenda Strafford Foundation Ltd. — Bow View Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3B 0K7,calgary,Alberta,,Calgary,,48,,
29,Bethany Care Society — Bethany Riverview,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2B 2W6,calgary,Alberta,,Calgary,,48,,
290,the Brenda Strafford Foundation Ltd. — Clifton Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2A 0A8,calgary,Alberta,,Calgary,,48,,
291,the Brenda Strafford Foundation Ltd. — Wentworth Manor - the Court,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3H 3M2,calgary,Alberta,,Calgary,,48,,
292,the Good Samaritan Society — Dr. Gerald Zetter Care Centre,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,9649,71 ave,T6E 5J2,edmonton,Alberta,9649 - 71st ave. edmonton Alberta t6e 5j2,Edmonton,4811061.0,48,53.5072809,-113.477577
293,the Good Samaritan Society — Mill Woods Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6L 7A4,edmonton,Alberta,,Edmonton,,48,,
294,the Good Samaritan Society — Pembina Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0E 0T0,evansburg,Alberta,,,,48,,
295,the Good Samaritan Society — Rocky Mountain House Clearwater Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4T 1W2,rocky mountain house,Alberta,,Rocky Mountain House,,48,,
296,the Good Samaritan Society — South Ridge Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1B 4P1,medicine hat,Alberta,,Medicine Hat,,48,,
297,the Good Samaritan Society — Southgate Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6J 2P1,edmonton,Alberta,,Edmonton,,48,,
298,the Good Samaritan Society — Stony Plain Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T7Z 1P9,stony plain,Alberta,,Stony Plain,,48,,
299,Three Hills Health Centre,general,Hospitals,Public Health Agency of Canada,,1504,2 st n,T0M 2A0,three hills,Alberta,1504 - 2nd st. n. three hills Alberta t0m 2a0,Three Hills,4805048.0,48,51.7078018,-113.25108590000000
3,Agecare — Beverly Centre Lake Midnapore,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2X 3S3,calgary,Alberta,,Calgary,,48,,
30,Bethany Care Society — Bethany Sylvan Lake,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4S 2M3,sylvan lake,Alberta,,Sylvan Lake,,48,,
300,Tofield Health Centre,general,Hospitals,Public Health Agency of Canada,,5543,44 st,T0B 4J0,tofield,Alberta,5543 - 44 st. tofield Alberta t0b 4j0,Tofield,4810018.0,48,53.372657200000000,-112.6510992
301,Tom Baker Cancer Centre,cancer,Hospitals,Public Health Agency of Canada,,1331,29 st nw,T2N 4N2,calgary,Alberta,1331 - 29th st. n.w. calgary Alberta t2n 4n2,Calgary,4806016.0,48,51.063131,-114.13325800000000
302,Totalcardiology RehAlbertailitation Inc.,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2G 5B6,calgary,Alberta,,Calgary,,48,,
303,Touchan Oral and Maxillofacial Surgery,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2A 5H5,calgary,Alberta,,Calgary,,48,,
304,Touchmark at Wedgewood,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6M 2Y5,edmonton,Alberta,,Edmonton,,48,,
305,Travois Holdings Ltd. — Glamorgan Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3E 4Z5,calgary,Alberta,,Calgary,,48,,
306,Travois Holdings Ltd. — Mayfair Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2V 2X1,calgary,Alberta,,Calgary,,48,,
307,Two Hills Health Centre,general,Hospitals,Public Health Agency of Canada,,4401,53 ave,T0B 4K0,two hills,Alberta,4401 - 53rd ave. two hills Alberta t0b 4k0,Two Hills,4810052.0,48,53.7132007,-111.731815
309,University of Alberta Hospital and Stollery Children's Hospital,general,Hospitals,Public Health Agency of Canada,,8440,112 st,T6G 2B7,edmonton,Alberta,8440 - 112 st. edmonton Alberta t6g 2b7,Edmonton,4811061.0,48,53.5206343,-113.524527
31,Big Country Hospital,general,Hospitals,Public Health Agency of Canada,,312,3 ave e,T0J 2J0,oyen,Alberta,312 - 3rd ave. e. oyen Alberta t0j 2j0,Oyen,4804014.0,48,51.351289,-110.479297
310,Valleyview Health Centre,general,Hospitals,Public Health Agency of Canada,,4802,highway st e,T0H 3N0,valleyview,Alberta,4802 highway st. e. valleyview Alberta t0h 3n0,Valleyview,4818018.0,48,55.066647000000000,-117.273404
311,Vegreville Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9C 0A1,vegreville,Alberta,,Vegreville,,48,,
312,Venta Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5E 4K3,edmonton,Alberta,,Edmonton,,48,,
313,Vermilion Health Centre,general,Hospitals,Public Health Agency of Canada,,5720,50 ave,T9X 1K7,vermilion,Alberta,5720 - 50th ave. vermilion Alberta t9x 1k7,Vermilion,4810042.0,48,53.3547731,-110.87307890000000
314,Viking Health Centre,general,Hospitals,Public Health Agency of Canada,,5110,57 ave,T0B 4N0,viking,Alberta,5110 - 57th ave. viking Alberta t0b 4n0,Viking,4810022.0,48,53.099662700000000,-111.7764446
315,Vista Dental,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T1B 4Y2,medicine hat,Alberta,,Medicine Hat,,48,,
316,Vulcan Community Health Centre,general,Hospitals,Public Health Agency of Canada,,610,elizAlbertaeth st s,T0L 2B0,vulcan,Alberta,610 elizAlbertaeth st. s. vulcan Alberta t0l 2b0,Vulcan,4805006.0,48,50.396101200000000,-113.2588
317,WAlbertaasca/Desmarais Healthcare Centre,,Ambulatory health care services,Province of Alberta,,881,mistassiniy road,T0G 2K0,wAlbertaasca,Alberta,"881 mistassiniy road, wAlbertaasca, alberta, t0g 2k0",Desmarais,4817855.0,48,55.94296430000000,-113.80185730000000
318,Wainwright Health Centre,general,Hospitals,Public Health Agency of Canada,,530,6 ave,T9W 1R6,wainwright,Alberta,530 - 6th ave. wainwright Alberta t9w 1r6,Wainwright,4807054.0,48,52.840949,-110.865862
319,Weiss Clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T6W 2Z8,edmonton,Alberta,,Edmonton,,48,,
320,Westlock Healthcare Centre (h),general,Hospitals,Public Health Agency of Canada,,10220,93 st,T7P 2G4,westlock,Alberta,10220 - 93rd st. westlock Alberta t7p 2g4,Westlock,4813031.0,48,54.146530000000000,-113.85325900000000
321,Westview Care Community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0M 1J0,linden,Alberta,,Linden,,48,,
322,Westview Health Centre,general,Hospitals,Public Health Agency of Canada,,4405,south park dr,T7Z 2M7,stony plain,Alberta,4405 south park dr. stony plain Alberta t7z 2m7,Stony Plain,4811048.0,48,53.537465000000000,-113.97713300000000
324,Wetaskiwin Hospital & Care Centre,general,Hospitals,Public Health Agency of Canada,,6910,47 st,T9A 3N3,wetaskiwin,Alberta,6910 - 47th st. wetaskiwin Alberta t9a 3n3,Wetaskiwin,4811002.0,48,52.986764,-113.367947
325,Whitecourt Healthcare Centre,general,Hospitals,Public Health Agency of Canada,,20,sunset blvd,T7S 1M8,whitecourt,Alberta,20 sunset blvd. whitecourt Alberta t7s 1m8,Whitecourt,4813030.0,48,54.131598,-115.674435
